Et,k1st defect_crop_-40C,k1st defect_crop_-5C,k1st defect_crop_30C,ksingle defect_crop_65C,ksingle defect_crop_100C,TauMinor1st defect_crop_-40C,TauMinor1st defect_crop_-5C,TauMinor1st defect_crop_30C,TauMinorsingle defect_crop_65C,TauMinorsingle defect_crop_100C,StdDev
2.790000000000000258e-01,6.714620969697109309e-01,1.305971030621617235e+00,3.898458907285758723e+00,1.763978643637853594e+01,4.780534225478144883e+00,1.086659578963960506e-04,1.429939732938649956e-04,1.551227408148766161e-04,1.844328689780426250e-04,1.953951601376315982e-04,1.092798791344105069e+00
2.820000000000000284e-01,6.706117011158587715e-01,1.286478427588126472e+00,3.393855495467905214e+00,7.653416798814324906e+00,3.136501631941584822e+00,1.085903377346867906e-04,1.421620961480638066e-04,1.511944397417805896e-04,1.742080173199686706e-04,1.812315461974780206e-04,7.578986029294023652e-01
2.850000000000000311e-01,6.696269592330580389e-01,1.264978603710232186e+00,2.963557456045568639e+00,4.702425216402033925e+00,2.276878267740160666e+00,1.085026630254397529e-04,1.412265328335397612e-04,1.470180712476567078e-04,1.641220537386352035e-04,1.678725344105170408e-04,5.927506669414518425e-01
2.880000000000000338e-01,6.684871446986810906e-01,1.241355124330459470e+00,2.594548722498083215e+00,3.294376694013688045e+00,1.750256506088785358e+00,1.084010366506413378e-04,1.401760748459650048e-04,1.425995204742496988e-04,1.542243603903178007e-04,1.553047242508194623e-04,4.911409374274858242e-01
2.910000000000000364e-01,6.671685034896598365e-01,1.215506735362176682e+00,2.276566764857907543e+00,2.473412758610004758e+00,1.395830174211804220e+00,1.082832713752115885e-04,1.389987704204001778e-04,1.379487418599926682e-04,1.445605457865825529e-04,1.435097805284888989e-04,4.205626952765958992e-01
2.940000000000000391e-01,6.656438703031586357e-01,1.187353209205825877e+00,2.001412610742447917e+00,1.938050578192853868e+00,1.141961005073736990e+00,1.081468483950737890e-04,1.376820077692038737e-04,1.330799736235521464e-04,1.351716809826299971e-04,1.324652425387189397e-04,3.678604028539276261e-01
2.970000000000000417e-01,6.638822563456735493e-01,1.156841624725227780e+00,1.762459047538899926e+00,1.563033436820018274e+00,9.518963181650185179e-01,1.079888709764762139e-04,1.362126437837922564e-04,1.280118149110880501e-04,1.260937158900874453e-04,1.221453012541487870e-04,3.273688816795519152e-01
3.000000000000000444e-01,6.618484144642586831e-01,1.123952801647174260e+00,1.554293563146514012e+00,1.286981878566699988e+00,8.048370130728377259e-01,1.078060129712529822e-04,1.345771869944223972e-04,1.227671416308783294e-04,1.173570872733277872e-04,1.125215293300732788e-04,2.968733178079674406e-01
3.030000000000000471e-01,6.595023910235529030e-01,1.088707512874972583e+00,1.372454776868768489e+00,1.076275717207995530e+00,6.881275165570377439e-01,1.075944621362364377e-04,1.327620433175884219e-04,1.173728451801807793e-04,1.089865184798072544e-04,1.035635530657606806e-04,2.757720302229526577e-01
3.060000000000000497e-01,6.567990788679132219e-01,1.051172012000202605e+00,1.213234938749110370e+00,9.109530005950260412e-01,5.936247236140318462e-01,1.073498584019304882e-04,1.307538319833550936e-04,1.118593893010650454e-04,1.010010006544240154e-04,9.523965940540099701e-05,2.639830873116252308e-01
3.090000000000000524e-01,6.536877920774939454e-01,1.011462354037820921e+00,1.073529898964689089e+00,7.784119927792948479e-01,5.158507646531375057e-01,1.070672275490749974e-04,1.285397767310170940e-04,1.062601933431719058e-04,9.341393681644272033e-05,8.751733446416680732e-05,2.611998256944302876e-01
3.120000000000000551e-01,6.501118912334180600e-01,9.697469727729635114e-01,9.507237026523900347e-01,6.703039862955058048e-01,4.509845834347971372e-01,1.067409111898683067e-04,1.261081736080324023e-04,1.006108639801132291e-04,8.623342415779741243e-05,8.036373288257925263e-05,2.665253552804128234e-01
3.150000000000000577e-01,6.460084976778369681e-01,9.262470238524023181e-01,8.425987919788854308e-01,5.808777699276405082e-01,3.962792141287826975e-01,1.063644945459025614e-04,1.234489312903797075e-04,9.494831035073403021e-05,7.946264637683525425e-05,7.374607954632500691e-05,2.785461027922582211e-01
3.180000000000000604e-01,6.413083467651858882e-01,8.812341185174744629e-01,7.472653878397417238e-01,5.060416779505734208e-01,3.497088825232723130e-01,1.059307343032705838e-04,1.205541726972919847e-04,8.930978805100968322e-05,7.310034665532238237e-05,6.763200689288744382e-05,2.956719502678574196e-01
3.210000000000000631e-01,6.359358430649973970e-01,8.350252579848730372e-01,6.631054063147916455e-01,4.428047997076858810e-01,3.097467052800730869e-01,1.054314898436651291e-04,1.174188779795529988e-04,8.373192398599305260e-05,6.714135268899237710e-05,6.198983221684189972e-05,3.164605932252341214e-01
3.240000000000000657e-01,6.298093941994039602e-01,7.879750190829858392e-01,5.887275103444448154e-01,3.889298181131352061e-01,2.752198770892660962e-01,1.048576624315907170e-04,1.140415392399067297e-04,7.824977588744430211e-05,6.157712754677953132e-05,5.678878015050943968e-05,3.397817992003542287e-01
3.270000000000000684e-01,6.228421131968679969e-01,7.404653106071868995e-01,5.229307791044790488e-01,3.427095199474065601e-01,2.452125636409399900e-01,1.041991485032226275e-04,1.104247875314590707e-04,7.289597705726476534e-05,5.639632357201103630e-05,5.199915590824630263e-05,3.648393139023993759e-01
3.300000000000000711e-01,6.149429898515019755e-01,6.928932796590926424e-01,4.646751102518764664e-01,3.028184574302288379e-01,2.189991189622133017e-01,1.034448150491719198e-04,1.065759441325409078e-04,6.770000906781365791e-05,5.158532057903784539e-05,4.759247501197136777e-05,3.911190787667302438e-01
3.330000000000000737e-01,6.060186365751928372e-01,6.456581572658759427e-01,4.130569294531442615e-01,2.682118408403095788e-01,1.959971249166696516e-01,1.025825071671312505e-04,1.025074425021343130e-04,6.268763381796696042e-05,4.712873383064026969e-05,4.354155512835951536e-05,4.183145158131506558e-01
3.360000000000000764e-01,5.959757095733781984e-01,5.991479573408595716e-01,3.672891186186766910e-01,2.380549986851651090e-01,1.757337113182519395e-01,1.015991000718393115e-04,9.823706647536453469e-05,5.788050300355237224e-05,4.300988137970516929e-05,3.982057540271112300e-05,4.462531983505839128e-01
3.390000000000000790e-01,5.847240869333473201e-01,5.537269605346486490e-01,3.266843241236853101e-01,2.116731379717139427e-01,1.578209710643069530e-01,1.004806099859928691e-04,9.378795571850960999e-05,5.329594935047039171e-05,3.921120409079917996e-05,3.640510832049036888e-05,4.748337341939642409e-01
3.420000000000000817e-01,5.721808460595771972e-01,5.097248216012085775e-01,2.906409933165626791e-01,1.885148977894770261e-01,1.419377272265726353e-01,9.921238006844382404e-05,8.918834210657694084e-05,4.894695138705710939e-05,3.571463487962423216e-05,3.327212870584131605e-05,5.039753680616180231e-01
3.450000000000000844e-01,5.582750190983257754e-01,4.674279520872855476e-01,2.586316288629590954e-01,1.681254683947230044e-01,1.278158153910605721e-01,9.777935838410879374e-05,8.447100029881351654e-05,4.484225326388081650e-05,3.250191635337548968e-05,3.040000400959126366e-05,5.335807964467411679e-01
3.480000000000000870e-01,5.429530140347548217e-01,4.270735815430767857e-01,2.301928580554998272e-01,1.501264667111829598e-01,1.152296273651138431e-01,9.616648423705571381e-05,7.967242079267520529e-05,4.098661386384562337e-05,2.955486809503620529e-05,2.776846957240337692e-05,5.635120028806087644e-01
3.510000000000000897e-01,5.261844728194797760e-01,3.888466300979420143e-01,2.049169968150557353e-01,1.342006639147549918e-01,1.039880450914092563e-01,9.435919618309686297e-05,7.483174121634829747e-05,3.738115539767130024e-05,2.685560634467104590e-05,2.535859209035976674e-05,5.935783629934677785e-01
3.540000000000000924e-01,5.079682046343499957e-01,3.528792723608260573e-01,1.824448520039302912e-01,1.200802504284885636e-01,9.392814975569964420e-02,9.234406885198289414e-05,6.998949769341504155e-05,3.402378064383537059e-05,2.438671985287630919e-05,2.315272407336307033e-05,6.235355883830945301e-01
3.570000000000000950e-01,4.883376991130645162e-01,3.192528680886667081e-01,1.624595554555466892e-01,1.075377156022065961e-01,8.491026551033101222e-02,9.010957557268960789e-05,6.518627864979755393e-05,3.090962946087513178e-05,2.213140629166092757e-05,2.113445167992088702e-05,6.530934048637002665e-01
3.599999999999999867e-01,4.673656164458249718e-01,2.880017970698732221e-01,1.446812621826636114e-01,9.637868459617489336e-02,7.681401792909466064e-02,8.764695928256300574e-05,6.046137493916557378e-05,2.803154850291750356e-05,2.007357388596705709e-05,1.928853794016212724e-05,6.819293880185048895e-01
3.629999999999999893e-01,4.451666002014549317e-01,2.591186687621424012e-01,1.288625760705257861e-01,8.643623745763666377e-02,6.953517204768659699e-02,8.495117557124510371e-05,5.585152060209222204e-05,2.538055249938953213e-05,1.819791295140469280e-05,1.760086304466707116e-05,7.097062255782968787e-01
3.659999999999999920e-01,4.218977955111506417e-01,2.325603745601797501e-01,1.147845908744255794e-01,7.756636280904145864e-02,6.298307514667572660e-02,8.202185028168100793e-05,5.138980786764155666e-05,2.294626037133229307e-05,1.648994185959122877e-05,1.605836308023665017e-05,7.360898528768212712e-01
3.689999999999999947e-01,3.977566015306129299e-01,2.082544978225195631e-01,1.022534539417617322e-01,6.964428880187455151e-02,5.707857288576536486e-02,7.886417253352773010e-05,4.710484005234453494e-05,2.071729432601518794e-05,1.493603166085602069e-05,1.464896833398583376e-05,7.607663436692720937e-01
3.719999999999999973e-01,3.729754446076038454e-01,1.861056764697028298e-01,9.109737584413386824e-02,6.256149871069172086e-02,5.175229907265862378e-02,7.548962640898119938e-05,4.302016021889095468e-05,1.868163452290039144e-05,1.352341322347276910e-05,1.336154206211473083e-05,7.834560252171589578e-01
3.750000000000000000e-01,3.478137019550797682e-01,1.660016080840319153e-01,8.116402185829778293e-02,5.622328551684382947e-02,4.694326268914847389e-02,7.191645588791968017e-05,3.915396593950413968e-05,1.682692570749900909e-05,1.224017033714116779e-05,1.218582042674372929e-05,8.039239142113822068e-01
3.780000000000000027e-01,3.225472819985397144e-01,1.478184839280412555e-01,7.231823160882687451e-02,5.054673430429873493e-02,4.259767316823231953e-02,6.816976298083902161e-05,3.551909519526294420e-05,1.514073526113938314e-05,1.107522180494314765e-05,1.111235414036903085e-05,8.219861504504568650e-01
3.810000000000000053e-01,2.974567057730137520e-01,1.314257261508610108e-01,6.444002166941693865e-02,4.545904684938079782e-02,3.866795796713509009e-02,6.428116194355020733e-05,3.212324834295804551e-05,1.361076440676426940e-05,1.001829513314680468e-05,1.013245221973565613e-05,8.375125795414151142e-01
3.840000000000000080e-01,2.728147619661736023e-01,1.166899757999179110e-01,5.742283289452741052e-02,4.089614191952740258e-02,3.511193637310006110e-02,6.028795339117955519e-05,2.896939787925804734e-05,1.222501590240535284e-05,9.059894036078260161e-06,9.238128136213469356e-06,8.504259752680547457e-01
3.870000000000000107e-01,2.488748746898184205e-01,1.034783357537980980e-01,5.117199001607235231e-02,3.680147924810722726e-02,3.189212103848475949e-02,5.623183713289415050e-05,2.605633174073648692e-05,1.097192254236206992e-05,8.191261612578210855e-06,8.422048555199804966e-06,8.606985928556315502e-01
3.900000000000000133e-01,2.258612123019861917e-01,9.166091258962011379e-02,4.560334582503457190e-02,3.312506616067113774e-02,2.897512456398552982e-02,5.215724323843487568e-05,2.337927628868002546e-05,9.840441285239803914e-06,7.404340725995297399e-06,7.677484779952761004e-06,8.683468208869756788e-01
3.930000000000000160e-01,2.039613033304178979e-01,8.111272657934069652e-02,4.064208624994635616e-02,2.982261427996155123e-02,2.633115296591769655e-02,4.810941581040453709e-05,2.093055042072216516e-05,8.820117952358067461e-06,6.691732832935784540e-06,6.998266953106296980e-06,8.734246781573937746e-01
3.960000000000000187e-01,1.833215704771998800e-01,7.171507217136482981e-02,3.622167598984117609e-02,2.685482027489218340e-02,2.393357139225964561e-02,4.413242153639617224e-05,1.870021063514720993e-05,7.901127294483138860e-06,6.046656256657027985e-06,6.378741019698854961e-06,8.760168129172491991e-01
3.990000000000000213e-01,1.640458194379689483e-01,6.335641535671177049e-02,3.228292717551529273e-02,2.418674971184908706e-02,2.175853022692845681e-02,4.026726682052009113e-05,1.667665664247344566e-05,7.074292899116909970e-06,5.462904687215327200e-06,5.813728416873466812e-06,8.762315354234546660e-01
4.020000000000000240e-01,1.461963937475407871e-01,5.593291195058986559e-02,2.877317591351433515e-02,2.178730706098089276e-02,1.978464191716921769e-02,3.655029041046121648e-05,1.484717688523172939e-05,6.331090977310414731e-06,4.934806509534244390e-06,5.298488425733797359e-06,8.741942755223652828e-01
4.050000000000001377e-01,1.297974764159804950e-01,4.934862434410007548e-02,2.564555358765809034e-02,1.962877806271020112e-02,1.799270060621150150e-02,3.301195686931394024e-05,1.319842212275369258e-05,5.663641583987105981e-06,4.457185409253484965e-06,4.828683098642483304e-06,8.700417236102815366e-01
4.080000000000000293e-01,1.148399018317260434e-01,4.351550551803227973e-02,2.285834151420201854e-02,1.768643316306427876e-02,1.636543805177143734e-02,2.967611931424904453e-05,1.171680251187059708e-05,5.064690329779610759e-06,4.025322581184928350e-06,4.400344659212373541e-06,8.639167974610995060e-01
4.110000000000001430e-01,1.012868295820888581e-01,3.835320940933657080e-02,2.037439901849026277e-02,1.593818272584211770e-02,1.488731043619584068e-02,2.655975940204736706e-05,1.038880916395209791e-05,4.527583163378822443e-06,3.634920763096354400e-06,4.009845261238590432e-06,8.559644848002807560e-01
4.140000000000000346e-01,8.907970049915955868e-02,3.378877701316627957e-02,1.816065626368871394e-02,1.436427633549109371e-02,1.354431158408282015e-02,2.367315961776560103e-05,9.201265033484107281e-06,4.046236359141294176e-06,3.282070235187670326e-06,3.653868985893494304e-06,8.463285432969771538e-01
4.170000000000001483e-01,7.814401241480543880e-02,2.975623848380678713e-02,1.618766424903955378e-02,1.294703980123535977e-02,1.232380884282296800e-02,2.102042514214339875e-05,8.141512398921578808e-06,3.615103445151489747e-06,2.963216860074656239e-06,3.329385952842099950e-06,8.351489939560254872e-01
4.200000000000000400e-01,6.839458848560506232e-02,2.619616330300952867e-02,1.442919533341144485e-02,1.167064452546019357e-02,1.121439848546520145e-02,1.860025301452977977e-05,7.197545412741622344e-06,3.229140456350411107e-06,2.675132186703363125e-06,3.033628419858535572e-06,8.225603171596144181e-01
4.230000000000001537e-01,5.974014113490441757e-02,2.305518346519803280e-02,1.286188845227122582e-02,1.052090475785553460e-02,1.020577799072247549e-02,1.640684385684071920e-05,6.358096519133516032e-06,2.883770595993793246e-06,2.414885602022472659e-06,2.764068746459505055e-06,8.086902486569829129e-01
4.260000000000000453e-01,5.208704502694203736e-02,2.028550861105769473e-02,1.146493390136286809e-02,9.485098960525123815e-03,9.288632963109366356e-03,1.443086212263075558e-05,5.612685236327051999e-06,2.574849134288004371e-06,2.179818484390028603e-06,2.518399099553838117e-06,7.936590715505507099e-01
4.289999999999999369e-01,4.534231648931310449e-02,1.784444707032153618e-02,1.021979317395492470e-02,8.551812088785568089e-03,8.454536793922584267e-03,1.266036954236905543e-05,4.951637105167357168e-06,2.298629161700863129e-06,1.967520290804647761e-06,2.294512782745813149e-06,7.775793062094722430e-01
4.320000000000000506e-01,3.941585395965319094e-02,1.569394275262842725e-02,9.109949873621943015e-03,7.710796071825195760e-03,7.695861444363018625e-03,1.108167823525516366e-05,4.366079695821444230e-06,2.051728641508787925e-06,1.775806494618034472e-06,2.090487075410783402e-06,7.605557101794639951e-01
4.349999999999999423e-01,3.422202762250182301e-02,1.380013463296564380e-02,8.120688192142880638e-03,6.952846175802755539e-03,7.005697966143131609e-03,9.680091029718904219e-06,3.847921572376202848e-06,1.831099066700967970e-06,1.602698280121996070e-06,1.904567472724127304e-06,7.426855123882852849e-01
4.380000000000000560e-01,2.968072142859949289e-02,1.213294309159012284e-02,7.238895851530727406e-03,6.269691264479315164e-03,6.377785570914151422e-03,8.440514470336339938e-06,3.389819131039568906e-06,1.633995915593501850e-06,1.446403894238416030e-06,1.735153223263944957e-06,7.240588187552502442e-01
4.409999999999999476e-01,2.571793244961346342e-02,1.066568546878898620e-02,6.452888768310975111e-03,5.653896251160995916e-03,5.806448224593640205e-03,7.347943691108648678e-06,2.985135308722415112e-06,1.457951013891622374e-06,1.305301552582943043e-06,1.580784066458525805e-06,7.047591387243558048e-01
4.440000000000000613e-01,2.226602575192394504e-02,9.374721774451101261e-03,5.752255013627350505e-03,5.098775270255544341e-03,5.286537881664559076e-03,6.387827699065708432e-06,2.627893336661215769e-06,1.300746844385041045e-06,1.177923796687444430e-06,1.440128077879874828e-06,6.848639936964585617e-01
4.469999999999999529e-01,1.926373145946913557e-02,8.239130456515883147e-03,5.127715920286011163e-03,4.598314294902589375e-03,4.813383592210894110e-03,5.546329150317671046e-06,2.312728002030871852e-06,1.160392795360764201e-06,1.062943200553495190e-06,1.311970536095824361e-06,6.644455785876206555e-01
4.500000000000000666e-01,1.665595718208346884e-02,7.240413400140011634e-03,4.571002432324346686e-03,4.147102095205860289e-03,4.382745814456215534e-03,4.810495214834224690e-06,2.034836280600716911e-06,1.035103302042236198e-06,9.591593274799866923e-07,1.195203730404683318e-06,6.435714567551963361e-01
4.529999999999999583e-01,1.439347536113199343e-02,6.362228833447622703e-03,4.074745008316610698e-03,3.740268574688652720e-03,3.990775350843858531e-03,4.168356471995128129e-06,1.789928709238491725e-06,9.232778092574586151e-07,8.654868418727277233e-07,1.088817634233346855e-06,6.223052764242081869e-01
4.560000000000000719e-01,1.243253244336939810e-02,5.590150500673675589e-03,3.632375580003497674e-03,3.373429644853641243e-03,3.633976398642786883e-03,3.608969724581436827e-06,1.574182468073168014e-06,8.234824658672185441e-07,7.809446851869867630e-07,9.918913742366375312e-07,6.007075037219541391e-01
4.589999999999999636e-01,1.073441571185111514e-02,4.911451284742006720e-03,3.238040236090651992e-03,3.042637902564526101e-03,3.309173268677623007e-03,3.122418780715636854e-06,1.384196826132790144e-06,7.344334504007701588e-07,7.046462300311815949e-07,9.035854301657994987e-07,5.788361737601884771e-01
4.620000000000000773e-01,9.265004286562239511e-03,4.314909383268077450e-03,2.886521449893559004e-03,2.744338465155831200e-03,3.013480379691332867e-03,2.699785082724565388e-06,1.216951358682715442e-06,6.549818213311636185e-07,6.357903315756072617e-07,8.231345053559492076e-07,5.567476672061298926e-01
4.649999999999999689e-01,7.994323233994913083e-03,3.790635136707563337e-03,2.573168801269206610e-03,2.475329396022793189e-03,2.744275182414212654e-03,2.333097861891026485e-06,1.069767157329347043e-06,5.840997832470262564e-07,5.736532006173369540e-07,7.498410122065087647e-07,5.344975258065461921e-01
4.680000000000000826e-01,6.896113741343311981e-03,3.329916653184136158e-03,2.293837260004386903e-03,2.232726220837380048e-03,2.499173707749650485e-03,2.015271451999844350e-06,9.402711143811680615e-07,5.208682608514643252e-07,5.175810278367148415e-07,6.830691212889772302e-07,5.121413267555957605e-01
4.709999999999999742e-01,5.947427704154549695e-03,2.925082454801165768e-03,2.044832201313567712e-03,2.013930093057964693e-03,2.276008468535110820e-03,1.740035597768267908e-06,8.263632614993568059e-07,4.644656754559806628e-07,4.669832938590868060e-07,6.222393267144852964e-07,4.897356430386376469e-01
4.740000000000000879e-01,5.128251616895594840e-03,2.569379472388709420e-03,1.822860415888575463e-03,1.816599218355753522e-03,2.072808474869944784e-03,1.501863081772783081e-06,7.261870712601918280e-07,4.141578228166951765e-07,4.213267046456531236e-07,5.668234841319132864e-07,4.673391253646840271e-01
4.769999999999999796e-01,4.421162124664416125e-03,2.256864830294311956e-03,1.624986458406681459e-03,1.638623192070810504e-03,1.887781149679066284e-03,1.295897762604868648e-06,6.381025821767014743e-07,3.692887562995128955e-07,3.801296964380621590e-07,5.163402812144365982e-07,4.450137514090493074e-01
4.800000000000000933e-01,3.811013795237276017e-03,1.982309983120014892e-03,1.448593750733147929e-03,1.478099942747545690e-03,1.719295954545382215e-03,1.117885143577597190e-06,5.606621774886125454e-07,3.292725850863375288e-07,3.429574589433468259e-07,4.703511037353938499e-07,4.228263000589173037e-01
4.829999999999999849e-01,3.284658436686708691e-03,1.741115887325073554e-03,1.291349920306230758e-03,1.333315008962397512e-03,1.565869556362303999e-03,9.641068411969412458e-07,4.925888311999196679e-07,2.935861031643881002e-07,3.094174296536216740e-07,4.284562633453974933e-07,4.008501220019819455e-01
4.860000000000000986e-01,2.830694479051841517e-03,1.529238008912508573e-03,1.151175911285265505e-03,1.202722906691937061e-03,1.426152383415454092e-03,8.313197588361544810e-07,4.327566278981265160e-07,2.617621709619125513e-07,2.791552161393060858e-07,3.902915559514108707e-07,3.791672921623726600e-01
4.889999999999999902e-01,2.439244448278334726e-03,1.343120081701050603e-03,1.026218456795179989e-03,1.084930370936194530e-03,1.298916435435625493e-03,7.167003581427979828e-07,3.801733630662609180e-07,2.333837775520147919e-07,2.518509068355071842e-07,3.555251221783191708e-07,3.578712409516378590e-01
4.920000000000001039e-01,2.101758299808548659e-03,1.179635637488146097e-03,9.148255457282018560e-04,9.786812786745818001e-04,1.183044226250274875e-03,6.177941269115497662e-07,3.339650357537279346e-07,2.080787172302091546e-07,2.272157342610726827e-07,3.238545837753783340e-07,3.370699627531115738e-01
4.949999999999999956e-01,1.810840280666736789e-03,1.036036428907737613e-03,8.155245577022090468e-04,8.828430808952016876e-04,1.077518750141036276e-03,5.324701403543878726e-07,2.933620539666303569e-07,1.855148199049827154e-07,2.049890577769493668e-07,2.950044320267816113e-07,3.168898765051708089e-01
4.980000000000001092e-01,1.560097001731700593e-03,9.099069575963519710e-04,7.270027754836550773e-04,7.963945897426828215e-04,9.814143740926074833e-04,4.588804804974780516e-07,2.576869837327004808e-07,1.653956800740067093e-07,1.849356359140542260e-07,2.687236462488413700e-07,2.974803362708278720e-01
5.010000000000000009e-01,1.344004488164478664e-03,7.991244043539260083e-04,6.480900159587419610e-04,7.184149830712332607e-04,8.938885679712919776e-04,3.954241978302567791e-07,2.263436845706208943e-07,1.474568341628102954e-07,1.668431609929535947e-07,2.447835223180813758e-07,2.790186097355322192e-01
5.040000000000001146e-01,1.157792107818798747e-03,7.018233344891634373e-04,5.777431490165398044e-04,6.480739031202299542e-04,8.141743934486359502e-04,3.407154561639052465e-07,1.988076863739790107e-07,1.314623406632741575e-07,1.505200312305584843e-07,2.229756928856631475e-07,2.617147830586518675e-01
5.070000000000000062e-01,9.973414348732263009e-04,6.163646207989624710e-04,5.150322988826797933e-04,5.846225388697943006e-04,7.415736803191530458e-04,2.935554849951345596e-07,1.746176750262972442e-07,1.172017218239669298e-07,1.357933377964386456e-07,2.031103225053586767e-07,2.458154169322691596e-01
5.100000000000001199e-01,8.590982747571298964e-04,5.413080890594609796e-04,4.591285448548040144e-04,5.273855930711027597e-04,6.754508258613198344e-04,2.529079652230558921e-07,1.533679660599384697e-07,1.044872296181896834e-07,1.225070463562529598e-07,1.850144623443961318e-07,2.316038160706057336e-01
5.130000000000000115e-01,7.399962470072703581e-04,4.753884469760979894e-04,4.092929583487334437e-04,4.757540451471302823e-04,6.152271591576087334e-04,2.178774876459541076e-07,1.347018571361653586e-07,9.315140236033491021e-08,1.105203545360074518e-07,1.685305504692821908e-07,2.193936278074544166e-01
5.160000000000001252e-01,6.373904885563588286e-04,4.174941077418206983e-04,3.648668309366789875e-04,4.291786302655814273e-04,5.603758179049255373e-04,1.876907447298702456e-07,1.183057609153122635e-07,8.304488167154102688e-08,9.970620847101079522e-08,1.535150449107351810e-07,2.095117895513862460e-01
5.190000000000000169e-01,5.490001970753914965e-04,3.666485641857716860e-04,3.252629638884647488e-04,3.871639630235007264e-04,5.104170902869627907e-04,1.616801414227681046e-07,1.039040299272481200e-07,7.403446252969374244e-08,8.994996318045285818e-08,1.398371778222084665e-07,2.022679489540096798e-01
5.220000000000001306e-01,4.728588800211405317e-04,3.219940094423266752e-04,2.899579038259732949e-04,3.492632414607728104e-04,4.649141790078099054e-04,1.392695379789863242e-07,9.125439430847074244e-08,6.600135189524803387e-08,8.114817294424389610e-08,1.273778200628383035e-07,1.979119476976079761e-01
5.250000000000000222e-01,4.072713088352830418e-04,2.827769355982308244e-04,2.584850216612548509e-04,3.150734736341987796e-04,4.234693486590606010e-04,1.199618652740276910e-07,8.014394174153726072e-08,5.883961390302476505e-08,7.320749916471745336e-08,1.160284464657642420e-07,1.965885858164535260e-01
5.280000000000001359e-01,3.507762989774305040e-04,2.483354733196336227e-04,2.304283431780402083e-04,2.842311748187405077e-04,3.857204212593783868e-04,1.033283798766161509e-07,7.038557663431604410e-08,5.245478187046205249e-08,6.604372438258175061e-08,1.056901929034210129e-07,1.983053600648780890e-01
5.310000000000000275e-01,3.021145453772126573e-04,2.180882634290878320e-04,2.054170495856803445e-04,2.564084886328554932e-04,3.513375881103361609e-04,8.899935153959738039e-08,6.181490254522400722e-08,4.676261941409307416e-08,5.958086219432132075e-08,9.627299703926562204e-08,2.029273814857457114e-01
5.340000000000001412e-01,2.602008400321684277e-04,1.915246761691325307e-04,1.831205752568518599e-04,2.313096900753660895e-04,3.200205090928573502e-04,7.665599938699910119e-08,5.428747813909567607e-08,4.168801480658674051e-08,5.375035379627274914e-08,8.769481536625014707e-08,2.102022824526571243e-01
5.370000000000000329e-01,2.241000846402450342e-04,1.681962157979350096e-04,1.632442377752555372e-04,2.086680326707343787e-04,2.914956732196601541e-04,6.602351472146750605e-08,4.767640259511334336e-08,3.716399436419146311e-08,4.849034276769509928e-08,7.988090978199876327e-08,2.198042546865454083e-01
5.400000000000001465e-01,1.930065872233692568e-04,1.477089675248361301e-04,1.455253424721143069e-04,1.882429056985824884e-04,2.655139966897362676e-04,5.686502799793506170e-08,4.187019143348633105e-08,3.313084214520011822e-08,4.374502050920349659e-08,7.276319754393724297e-08,2.313805664374440629e-01
5.430000000000000382e-01,1.662261985981688115e-04,1.297169608923337894e-04,1.297297099152968541e-04,1.698172708778419708e-04,2.418486368886595876e-04,4.897639513985924613e-08,3.677090823197587694e-08,2.953531457962410014e-08,3.946403548146755268e-08,6.627965898955007751e-08,2.445880676375262186e-01
5.460000000000001519e-01,1.431609031980185238e-04,1.139163387997870651e-04,1.156485804157298297e-04,1.531953509260422801e-04,2.202930027662741480e-04,4.218169410433147194e-08,3.229252171599128534e-08,2.632993985279261440e-08,3.560196004881467146e-08,6.037379790162991169e-08,2.591153560246325371e-01
5.490000000000000435e-01,1.232955300283430922e-04,1.000402346713691402e-04,1.030958546073372370e-04,1.382005451561923223e-04,2.006589438227136845e-04,3.632933655689445231e-08,2.835946127389378531e-08,2.347239294430390728e-08,3.211780932965114658e-08,5.499414985001261774e-08,2.746923921599393470e-01
5.520000000000001572e-01,1.061862942698639723e-04,8.785427200048255146e-05,9.190563360525570019e-05,1.246735497392449882e-04,1.827751015630949135e-04,3.128871183848537266e-08,2.490534711645042222e-08,2.092493819066930070e-08,2.897460699609569776e-08,5.009383425342058973e-08,2.910916747503792257e-01
5.550000000000000488e-01,9.145091899419216020e-05,7.715261083735821613e-05,8.193002621195506123e-05,1.124706624779922489e-04,1.664854087576983054e-04,2.694729124475350842e-08,2.187187410718621774e-08,1.865393210621386613e-08,2.613899345420345268e-08,4.563014628113783783e-08,3.081248445309033857e-01
5.579999999999999405e-01,7.876012031592505411e-05,6.775447488801063136e-05,7.303719417453152795e-05,1.014622539336547283e-04,1.516477231826695443e-04,2.320813014006575545e-08,1.920783077645233650e-08,1.662937997232613154e-08,2.358087227837715652e-08,4.156418505732969480e-08,3.256374168487146115e-01
5.610000000000000542e-01,6.783026870074063250e-05,5.950110090557129793e-05,6.510960964610596684e-05,9.153138854240152852e-05,1.381325837300085690e-04,1.998771373717772836e-08,1.686823723097520285e-08,1.482454039921066238e-08,2.127309117344269535e-08,3.786051494383520230e-08,3.435032035600368849e-01
5.639999999999999458e-01,5.841706463881969407e-05,5.225305910713476414e-05,5.804250181147792081e-05,8.257258097563560976e-05,1.258220778765620944e-04,1.721409962222700130e-08,1.481358761382898124e-08,1.321557268512474996e-08,1.919115409932540517e-08,3.448685696271884451e-08,3.616191824526132637e-01
