125C_X/Y,125C_Lifetime [s]
0.004033903345411762,2.106956224768844e-05
0.0045812224511652426,2.216200975253231e-05
0.004994924403715824,2.093558280737813e-05
0.005252874602281639,2.380536265749713e-05
0.005899996596174659,2.288529638249908e-05
0.00659067207083564,2.37471597903486e-05
0.007212943375971073,2.448055646872872e-05
0.007305681889460917,2.309562882594231e-05
0.007681436926361677,2.262797488014399e-05
0.008609509795840012,2.349685329179742e-05
0.00979162449605733,2.509981982789303e-05
0.010310267660339725,2.468557194142276e-05
0.011259316466491334,2.519088750841322e-05
0.01186205303310637,2.489632492909323e-05
0.012711994441665646,2.489146759125261e-05
0.01401534156840049,2.576575148520388e-05
0.015223683049513203,2.648824124628752e-05
0.015981600868760673,2.610938129462856e-05
0.01753427511824658,2.709998349151257e-05
0.018156264371821624,2.631132715099286e-05
0.020359489745015155,2.767239396324e-05
0.02202149484998014,2.81989442884282e-05
0.023807217378653163,2.874725504368673e-05
0.025323170197543123,2.883681862429208e-05
0.02723458457114585,2.916377335652542e-05
0.029947692268588476,3.030500740690615e-05
0.032125843085030456,3.081208278468417e-05
0.03463127381120048,3.139145074720731e-05
0.03744852463700181,3.21546285757781e-05
0.040515067942671144,3.285274904081091e-05
0.04392869063520444,3.371687371676726e-05
0.04726462677242313,3.436099458687655e-05
0.05117745642386092,3.529216313521352e-05
0.05476668123606336,3.585121543225139e-05
0.059105139048150936,3.673699419403642e-05
0.06380844530485769,3.762036150656047e-05
0.06851976180442389,3.821296774078643e-05
0.07381604695377826,3.907963478578733e-05
0.07938000758548569,3.99609843699857e-05
0.0852573773676555,4.086269543276358e-05
0.09171223343876532,4.171711730491378e-05
0.09838075609970282,4.250372243097177e-05
0.10542875538074226,4.326650189339379e-05
0.11277756606548016,4.405530101442755e-05
0.12063634587039412,4.479275442877289e-05
0.12910968902219014,4.572698677362228e-05
0.13736729908292553,4.644106671269481e-05
0.1460824071986352,4.70373026841638e-05
0.1553564281650678,4.768567889713719e-05
0.16532431896151686,4.84420133129097e-05
0.17512909903975907,4.898872521040369e-05
0.18545154625171498,4.968950412460863e-05
0.1965279069930089,5.03272011901016e-05
0.20724171847724485,5.06873629556375e-05
0.2188000841177626,5.117510529786074e-05
0.23072245418954,5.165389666410335e-05
0.24288143124966782,5.200985589357828e-05
0.255646379605523,5.241454944074259e-05
0.2686294621867139,5.277710753700037e-05
0.2815332518675641,5.294593454061104e-05
0.2949745528913219,5.316149698316799e-05
0.3087406257514837,5.334069546596958e-05
0.3228280445513724,5.361818975803927e-05
0.3370555606282717,5.37497920838019e-05
0.3517982688840343,5.390703101938075e-05
0.36662907083378743,5.397241534746361e-05
0.38150724416861564,5.396291068020439e-05
0.3967468271912596,5.394977721335278e-05
0.41192753051813497,5.390831352685909e-05
0.4274934898643973,5.392679483891308e-05
0.44301436990612464,5.380119632416807e-05
0.4587132378347465,5.368384352098294e-05
0.4742072548364411,5.349130931091824e-05
0.48998906058311165,5.337230845307421e-05
0.5056998248896263,5.317358702307112e-05
0.5215321503158404,5.295545034247204e-05
0.5371061480324667,5.270493408541944e-05
0.5527777146874939,5.243867862561207e-05
0.568351650447685,5.214009077576951e-05
0.5838686097769913,5.186701096407729e-05
0.5992295503970959,5.152716354475362e-05
0.6144647499621015,5.12100057855875e-05
0.6294829888378,5.084130675710679e-05
0.6443058254626043,5.049387409651708e-05
0.6589226508884952,5.011234231227476e-05
0.6733367161788031,4.97467572192081e-05
0.6873834267192885,4.936819492278948e-05
0.7011207787738823,4.897811649013013e-05
0.7144560832147937,4.858076097648011e-05
0.7265577205444064,4.831357693245673e-05
0.7274854166271258,4.820044831154416e-05
0.7324095472583735,4.811407327444813e-05
0.7400881161201732,4.781512926044678e-05
0.7436570264380163,4.770382977821139e-05
0.752204543742801,4.743661215420996e-05
0.7546754775358161,4.732044248476733e-05
0.7639528533270434,4.708366556473743e-05
0.7653733058196847,4.688133006058463e-05
0.7758313079755438,4.641699667089155e-05
0.7860054291451721,4.596031779705148e-05
0.7959004379746931,4.550284911145037e-05
0.8054882164818697,4.513240144725019e-05
0.8147579841644954,4.469209890698438e-05
0.823743288648231,4.42634016397543e-05
0.8323990755017123,4.385607457859789e-05
0.8407444348799962,4.350315913050475e-05
0.8487370931658126,4.311392965321964e-05
0.8564220786899602,4.271983859410951e-05
0.8637786784475187,4.239475399341087e-05
0.8707886205796763,4.203382705103723e-05
0.8774526721368748,4.173009357364541e-05
0.8837240004301347,4.141100993188891e-05
0.8896624488747199,4.1139926417081e-05
0.8950013281973782,4.08805287527688e-05
